"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000213492",3.93129769977267,-0.941608177737407,0.896270590877986,-1.05058470881546,0.293449367044642,0.515321910155267
"ENSG00000171503",87.8587402378943,-0.209083857422649,0.228950584898495,-0.913227007108745,0.361123162714852,0.583060679932369
"ENSG00000151247",44.9397814826971,0.201329478783438,0.338540197280979,0.594698887755242,0.552044765445597,0.746691157851225
"ENSG00000186867",2.63849997892689,0.0074773204971298,1.35616439259586,0.00551357972378063,0.995600822152497,NA
"ENSG00000109458",41.911430677713,0.185892858645123,0.32600867595847,0.570208317611781,0.568536415347819,0.757235244544233
"ENSG00000138658",9.88165974818506,-0.0672919435748831,0.662328005909308,-0.101599121544767,0.919074876748002,0.963908079736485
"ENSG00000109323",43.560933041609,1.23583586606037,0.309411471685466,3.99415011773275,6.49267197162107e-05,0.0005896096335164
"ENSG00000109320",105.8902448309,1.06510275102021,0.206603425613213,5.15530053705022,2.53224462022958e-07,3.77206927394385e-06
"ENSG00000164037",19.6018856852577,-0.631819686999539,0.413553507887366,-1.52778219734415,0.126566623798619,0.297365163632344
"ENSG00000164032",57.2026510451981,-0.787700711988874,0.273737764666707,-2.87757413723295,0.00400745732246879,0.0206213821067334
"ENSG00000163644",89.717809785156,-1.61483232754785,0.237310048834803,-6.80473640065691,1.01234425349513e-11,2.67339870462994e-10
"ENSG00000164134",69.3548922307924,0.104954895873213,0.258472744974915,0.406057883911123,0.684700070045137,0.836025497029405
"ENSG00000157426",18.4285900836315,-0.122790620173845,0.429458872716168,-0.285919392926359,0.774939860107198,0.887758625095909
"ENSG00000164039",3.90534577534758,0.518795227428567,0.906125006972489,0.572542666228743,0.566954389187641,0.756403872064129
"ENSG00000198498",20.8750869855588,-0.214176541467743,0.409004324791894,-0.523653488448364,0.600519571348887,0.781461930928046
"ENSG00000178222",3.55435183550839,0.314995310027665,0.953466413477868,0.330368543217675,0.741121507304137,NA
"ENSG00000109536",62.954713150261,-0.798004627998189,0.263214728437811,-3.03176282244681,0.00243130158446965,0.0135723082415482
"ENSG00000154556",106.424379622616,0.182046439086798,0.217807350293608,0.835814029422774,0.403259532693668,0.626132874776401
"ENSG00000185774",96.1887957550905,-0.256445962990154,0.242538342158459,-1.05734194728934,0.290355555604443,0.51204994062751
"ENSG00000138814",1311.99855135777,-0.504872702098059,0.0677278896062579,-7.45442837556553,9.02582925996167e-14,2.91386429214019e-12
"ENSG00000203460",1.79337720994529,2.20950856267384,1.64109651632548,1.3463611315324,0.178186079641839,NA
"ENSG00000170006",9.39165140784512,-0.65687442616614,0.682973592329634,-0.961785980517242,0.336157121759299,0.560078061288302
"ENSG00000151458",7.73997696037435,0.695435576635396,0.65262911078732,1.06559080056425,0.286608659586002,0.507970569285043
"ENSG00000151806",57.2695566996684,-0.279559079453513,0.254259688320439,-1.09950217157975,0.271549087295012,0.490430057262116
"ENSG00000214367",10.8960587624974,-0.654686515884049,0.559915079058306,-1.16926037602905,0.242298742355936,0.456749810682033
"ENSG00000171497",128.13714522806,-0.244596612095786,0.178665162901614,-1.3690224111036,0.170992269593488,0.363279473485506
"ENSG00000213370",1.81207175881943,2.25749013488207,1.55958391537324,1.44749513804892,0.147758297174524,NA
"ENSG00000174808",5.82677328786353,-0.697408374125174,0.967362791300826,-0.720937770603477,0.470947802799204,0.683866137486054
"ENSG00000178636",2.34481985410845,0.592525570032883,1.25880951561504,0.470703122817897,0.637852754047418,NA
"ENSG00000205100",146.610967147666,-0.0735493553274246,0.16625815373451,-0.442380440750425,0.658213930266643,0.818427880552289
"ENSG00000138768",96.575001105476,-0.631163192748083,0.200996848556236,-3.14016462089699,0.00168852921222949,0.00997108216380954
"ENSG00000138756",35.975122003506,0.0355092761667989,0.346779498092369,0.102397276546437,0.918441345312134,0.963780941016206
"ENSG00000138767",18.9045746339245,-0.325572097960674,0.41287003987201,-0.788558302902292,0.430370209692772,0.650630667366998
"ENSG00000138764",199.809883534562,2.56981038373157,0.169372757930572,15.1725130719367,5.37777019488967e-52,1.24575574830392e-49
"ENSG00000109133",166.094757099938,-1.13827308194334,0.162115273107415,-7.02138089844961,2.19686041025837e-12,6.25158294333007e-11
"ENSG00000005059",10.7984220375342,-0.396213101833411,0.813351425236345,-0.487136420420335,0.626161658119408,0.798902167727187
"ENSG00000174720",252.236304779616,-0.132278952427916,0.129755390461411,-1.01944860986145,0.307990038723153,0.530831545659902
"ENSG00000163069",56.7557310342583,-0.478557043562137,0.248893071016667,-1.92274152754574,0.0545125187284218,0.162846899839385
"ENSG00000109511",1.52991846493198,-1.92138087940527,1.71219493029758,-1.12217414349623,0.261788404114904,NA
"ENSG00000205794",1.58041793453444,0.913638261628104,1.58781940878809,0.57540439206839,0.565017834430858,NA
"ENSG00000074966",4.57506090724625,0.668165242029686,0.927079838832735,0.720720281082757,0.47108163169312,0.683930898476055
"ENSG00000163993",5.31592605430177,-4.6249173440923,1.22381144135638,-3.77910941816854,0.000157390257958099,0.00130048871469258
"ENSG00000163995",25.9630426696182,1.25863181226576,0.43804521507288,2.873292000362,0.00406218469338844,0.0208461277464054
"ENSG00000154608",33.4713820757705,0.886993834743717,0.344899381131852,2.57174666951527,0.0101186903391159,0.0439352802491571
"ENSG00000109466",19.140984273046,-0.128686076789515,0.472184344578523,-0.27253355234465,0.785211796219915,0.894687503972343
"ENSG00000174799",8.21747210643625,-0.0480920363252379,0.647840026912255,-0.0742344318464775,0.940823848772244,0.971809285706697
"ENSG00000218336",3.56892633802512,0.349585618209552,1.02985697726091,0.339450647933014,0.734270269481494,NA
"ENSG00000168743",10.5948287698238,-0.405127984554522,0.59274748265162,-0.683474829352638,0.494306850047342,0.700385726398744
"ENSG00000174749",21.3484994732494,0.297149538804933,0.397881977467232,0.746828345170283,0.455167183275305,0.671586488766022
"ENSG00000151792",9.11540298365294,-0.234861733329518,0.629820976625929,-0.37290236757073,0.709221109848057,0.852097864825636
"ENSG00000109787",40.3771876408177,-1.10200846095529,0.303417508952212,-3.63198704241178,0.000281247246981802,0.00215655554538195
"ENSG00000164022",393.434724195308,0.00839480377421102,0.139054524673816,0.0603705905572143,0.951860481256549,0.9767147804252
"ENSG00000181381",4.73902250471248,-0.240273540162169,0.938350760228114,-0.256059408001927,0.797904964990861,0.901545244170452
"ENSG00000059691",16.9069547669648,0.616540252496756,0.488638115797567,1.26175227139296,0.207037941408544,0.413449633750516
"ENSG00000163633",3.73633027008782,-0.088457751248731,0.932589325243067,-0.0948517732879643,0.924432563074063,0.96552820462189
"ENSG00000164024",40.974198646495,-0.291202914303596,0.295823387660033,-0.984380973414627,0.324928229537745,0.547431146069524
"ENSG00000198277",10.6059277801594,-2.46079592947517,0.615303252461262,-3.99932215477781,6.35241621991229e-05,0.000577667381320398
"ENSG00000137449",38.9899685283869,-0.463826362752186,0.377812613156426,-1.22766246176156,0.219573703534919,0.428825006911853
"ENSG00000145476",167.510408322696,-0.374316967977499,0.175469183047577,-2.13323480212481,0.0329054695421789,0.112618926862346
"ENSG00000184985",42.7849681103164,0.719976446344066,0.334157896055512,2.15459953166709,0.0311931857260912,0.107990252838833
"ENSG00000155275",29.9822687698993,-0.320055241571826,0.401687030420439,-0.796777633663775,0.425580187057076,0.646928969809664
"ENSG00000209849",4.74363294517402,2.5465561550953,1.03958686781067,2.44958476674321,0.0143021041112604,0.0578569187147925
"ENSG00000135226",10.1209417509831,-5.55325925276251,1.13834143835125,-4.87837749349239,1.06962065378506e-06,1.40810280284924e-05
"ENSG00000109814",39.4142796775701,-0.344397772523087,0.291600180272212,-1.18106158988513,0.237578257180902,0.451299569531957
"ENSG00000138640",287.176970776144,0.813782765978427,0.148390909116307,5.48404731007202,4.15703520470597e-08,6.93925320391121e-07
"ENSG00000163106",1.6977144684802,0.17764551309248,1.32639280915292,0.133931299888402,0.893456899519134,NA
"ENSG00000169762",37.3193516049799,0.297893351334449,0.335019557729072,0.889181972997985,0.373905289486657,0.596617764636889
"ENSG00000151725",12.3754864840206,1.82590558871565,0.582174116895161,3.13635652243272,0.00171061114028551,0.0100879452864359
"ENSG00000164118",18.1038517705592,-0.490568979000824,0.434342479751073,-1.12945199208232,0.258707210681059,0.47582811113424
"ENSG00000150625",2.84653718397117,-0.542209361592172,1.0907795233304,-0.497084286966334,0.619129614712248,NA
"ENSG00000145335",64.741001162423,0.205796327302598,0.365943822533287,0.562371365850501,0.573863024048097,0.761383377163493
"ENSG00000145337",26.415179789836,0.255418755514123,0.405108874985169,0.630494099946523,0.52837136178104,0.728052269966252
"ENSG00000145331",50.2535336311821,-0.369616858699401,0.316240932020425,-1.16878247334387,0.242491283569921,0.456916043707683
"ENSG00000145332",25.2250207821421,0.689056507453129,0.369904057176197,1.86279791769061,0.0624907031258726,0.180080149295945
"ENSG00000168993",40.6732645303598,0.253521679876211,0.285470316025517,0.888084209265211,0.374495455969118,0.597202657079255
"ENSG00000164070",14.5447448233255,0.369326855874089,0.546742210025354,0.675504559739337,0.499355255395643,0.705036290092478
"ENSG00000163682",24.4169694478645,0.334409268594992,0.363832440107839,0.919129884338719,0.35802763982007,0.579835269984571
"ENSG00000163683",29.3194858200278,-1.48264852027956,0.364897825478539,-4.06318814954616,4.84069799144955e-05,0.000452673319316774
"ENSG00000198614",1.74424297852252,2.20671382421634,1.62292824303162,1.35971127108751,0.17392130997738,NA
"ENSG00000181215",2.72558463703876,0.0356451618918319,1.31122014481928,0.027184727166272,0.978312397160983,NA
"ENSG00000145451",1.77219271006119,1.12553420972188,1.36553265046914,0.824245549409009,0.409800050559539,NA
"ENSG00000168843",7.93889986220339,-0.0804629993249702,0.671933393649587,-0.119748475199212,0.904682398956445,0.958060771140301
"ENSG00000152795",774.638631924839,0.845598191761432,0.085629400556741,9.87509180565978,5.33840543939453e-23,3.47233031634312e-21
"ENSG00000196680",3.43861097015463,0.235512602186495,0.95133982229121,0.247558860323208,0.804475744693459,NA
"ENSG00000053900",30.7762563336544,-0.348428911827286,0.345975891375731,-1.00709014851237,0.313891454934321,0.536381877954287
"ENSG00000138735",103.058579378237,-0.279345711749012,0.189389089848519,-1.47498312586244,0.14021708008091,0.317680335154107
